CntrlType,CntrlNum,PrclErr,AddrAdjusted,CancelType,CityBlock,Parcel,OwnerCode,Handle,Parcel9,AddrNum,AddrSuf,StDir,StName,StType,UnitNum,CancelDate,OwnerName,OccName,BillCO,BillAddr,BillCity,BillState,BillZIP,GeoCityBLockPart,Ward10,Precinct10,InspArea10,Ward00,Precinct02,Nbrhd,CDADist,CDASubDist,PoliceDist,CensTract10,CensGroup10,CensBlock00,AsrNbrhd,NLC,Parity,TmpCityBlock,TmpParcel,FirstDate,LastDate,UpDateGeo
XM,7328,0,0,,6503,55,0,16503000055,650300055,1400, ,S,2ND,ST, ,,NOOTER CORP,NOOTER CORP,,1400 S 2ND ST,ST. LOUIS,MO,63104.0000,6503,7,6,2,7,12,20,8,14,3,1276,3,1235.1003,267,366,E,6503,55,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7327,4,0,,202,21,1,10202000021,20200021,1335, ,S,2ND,ST, ,,,,,1335 S 2ND ST,ST. LOUIS,MO,63104.0000,202,7,6,2,7,12,20,8,14,3,1276,3,1235.1004,267,366,O,202,9502,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7326,4,0,,202,21,1,10202000021,20200021,1333, ,S,2ND,ST, ,,,,,1333 S 2ND ST,ST. LOUIS,MO,63104.0000,202,7,6,2,7,12,20,8,14,3,1276,3,1235.1004,267,366,O,202,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7325,87,0,,6503,45,1,16503000045,650300045,1326, ,S,2ND,ST, ,,,,,1326 S 2ND ST,ST. LOUIS,MO,63104.0000,6503,7,6,2,7,12,20,8,14,3,1276,3,1235.1003,267,366,E,6503,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7324,0,0,,44.04,10,0,10044040010,4404010,920, ,S,2ND,ST, ,,GUNTHER SALT CO.,GUNTHER SALT CO.,,101 BUCHANAN ST.,ST. LOUIS,MO,63147.0000,44.0485,7,6,3,7,12,35,9,2,4,1274,1,1222.104,266,366,E,44.04,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7323,0,0,,51,35,0,10051000035,5100035,757, ,S,2ND,ST, ,,"ENVIRONMENTAL OPERATIONS, INC.","ENVIRONMENTAL OPERATIONS, INC.",ATTN. LARRY FOUTS,757 SOUTH 2ND,ST. LOUIS,MO,63102.0000,51,7,6,3,7,12,35,9,2,4,1274,1,1222.1023,266,366,O,51,35,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7319,0,0,,5574,240,0,15574000240,557400240,4359, , ,TAFT,AV, ,,AVALON GARDEN HOME,AVALON GARDEN HOME,,4359 TAFT AV,ST. LOUIS,MO,63116.0000,5574,14,9,2,14,6,5,2,55,1,1151,2,1151.2,118,364,O,5574,240,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7317,4,0,,2727,10,0,12727000010,272700010,3419, , ,TAFT,AV, ,,ST LUKES EVANGELICA CHURCH,ST LUKES EVANGELICA CHURCH,,3419 TAFT AV,ST. LOUIS,MO,63111.0000,2727,25,4,2,25,8,16,1,47,1,1155,1,1155.1003,103,364,O,2727,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7316,1,0,,6088,10,0,16088000010,608800010,5910, , ,CLIFTON,AV, ,,BUSCH SCHOOL,BUSCH SCHOOL,,5910 CLIFTON AV,ST. LOUIS,MO,63109.0000,6088,16,2,1,16,11,8,3,58,2,1022,5,1022.5006,125,363,E,6088,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7315,0,0,,6226,10,0,16226000010,622600010,4714, , ,CLIFTON,AV, ,,,ST. MARK'S EPISOPAL CHURCH,,4714 CLIFTON AV,ST. LOUIS,MO,63109.0000,6226,16,7,2,16,9,8,3,58,2,1141.02,3,1141.6009,128,363,E,6226,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7314,0,0,,5304,450,0,15304000450,530400450,2718, , ,CLIFTON,AV, ,,AM VET HALL,AM VET HALL,,2718 CLIFTON AV,ST. LOUIS,MO,63139.0000,5304,24,4,1,24,6,11,4,60,2,1037,2,1037.1004,209,363,E,5304,450,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7313,1,0,,4800,160,7,14800000160,480000160,2701, , ,CLIFTON,AV, ,,,,,2701 CLIFTON AV,ST. LOUIS,MO,63139.0000,4800,24,4,1,24,5,11,4,60,2,1037,1,1037.4,209,363,O,4800,160,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7312,0,0,,4054.02,10,0,14054020010,405402010,5640, , ,COLUMBIA,AV, ,,MIKE MAY,MIKE MAY,,5640 COLUMBIA AV,ST. LOUIS,MO,63139.0000,4054.0289,10,2,1,10,2,13,4,42,2,1272,3,1131.2001,213,362,E,4054.02,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7311,0,0,,4063.05,10,0,14063050010,406305010,5329, , ,COLUMBIA,AV, ,,HENRY SHAW SCHOOL,HENRY SHAW SCHOOL,,5329 COLUMBIA AV,ST. LOUIS,MO,63139.0000,4063.05,10,3,1,10,3,12,5,41,2,1135,2,1135.2007,216,362,O,4063.05,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7310,0,0,,4071.04,35,7,14071040035,407104035,5224, , ,COLUMBIA,AV, ,,SOUTHWEST A G STORE,SOUTHWEST A G STORE,,5224 COLUMBIA AV,ST. LOUIS,MO,63139.0000,4071.0487,8,2,1,8,1,13,4,42,2,1272,2,1134.1002,214,362,E,4071.04,35,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7309,0,0,,4071.04,70,0,14071040070,407104070,5130, , ,COLUMBIA,AV, ,,RALSTON PURINA GP SUPPORT,RALSTON PURINA GP SUPPORT,,5130 COLUMBIA AV,ST. LOUIS,MO,63139.0000,4071.0483,8,2,1,8,1,13,4,42,2,1272,2,1134.1003,214,362,E,4071.04,70,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7307,0,0,,4821.02,670,0,14821020670,482102670,5027, , ,COLUMBIA,AV, ,,VOCATIONAL TRAINING,VOCATIONAL TRAINING,,5027 COLUMBIA AV,ST. LOUIS,MO,63139.0000,4821.02,8,2,1,8,1,13,4,42,2,1272,2,1134.1001,214,362,O,4821.02,670,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7306,0,0,,4033,55,0,14033000055,403300055,5423, , ,NORTHRUP,AV, ,,,,,5423 NORTHRUP AV,ST. LOUIS,MO,63110.0000,4033,10,2,1,10,4,12,5,40,2,1135,4,1135.401,215,361,O,4033,55,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7305,0,0,,3998.12,100,0,13998120100,399812100,5267, , ,NORTHRUP,AV, ,,,,,5267 NORTHRUP AV,ST. LOUIS,MO,63110.0000,3998.12,10,3,1,10,4,12,5,40,2,1135,4,1135.4003,216,361,O,3998.12,100,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7303,0,0,,3998.12,95,0,13998120095,399812095,5231, , ,NORTHRUP,AV, ,,,,,5231 NORTHRUP AV,ST. LOUIS,MO,63110.0000,3998.12,10,3,1,10,4,12,5,40,2,1135,4,1135.4003,216,361,O,3998.12,95,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7302,0,0,,3998.12,35,0,13998120035,399812035,5211, , ,NORTHRUP,AV, ,,BATES SALES,BATES SALES,,5211 NORTHRUP AV,ST. LOUIS,MO,63110.0000,3998.12,10,3,1,10,4,12,5,40,2,1135,4,1135.4003,216,361,O,3998.12,35,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7300,0,0,,3998.12,11,0,13998120011,399812011,5151, , ,NORTHRUP,AV, ,,,,,5151 NORTHRUP AV,ST. LOUIS,MO,63110.0000,3998.12,10,3,1,10,4,12,5,40,2,1135,4,1135.4003,216,361,O,3998.12,11,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7299,0,0,,4079,10,0,14079000010,407900010,5140, , ,NORTHRUP,AV, ,,GATEWAY INSTITUTE OF TECHNOLOGY,GATEWAY INSTITUTE OF TECHNOLOGY,,5140 NORTHRUP AV,ST. LOUIS,MO,63110.0000,4079,10,3,1,10,4,12,5,41,2,1135,4,1135.4006,216,361,E,4079,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7298,0,0,,4079,10,0,14079000010,407900010,5130, , ,NORTHRUP,AV, ,,,HAUTLY CHEESE COMPANY,,5130 NORTHRUP AV,ST. LOUIS,MO,63110.0000,4079,10,3,1,10,4,12,5,41,2,1135,4,1135.4006,216,361,E,4079,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7296,0,0,,3998.22,35,0,13998220035,399822035,5037, , ,NORTHRUP,AV, ,,DELTA GAMMA FOUNDATION,DELTA GAMMA FOUNDATION,,5037 NORTHRUP AV,ST. LOUIS,MO,63110.0000,3998.2283,10,3,1,10,4,12,5,40,2,1135,4,1135.4004,216,361,O,3998.22,9002,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7295,0,0,,3998.22,35,0,13998220035,399822035,5025, , ,NORTHRUP,AV, ,,ST. LOUIS EASTER SEALS SOCIETY,ST. LOUIS EASTER SEALS SOCIETY,KATHLEEN,5025 NORTHRUP AV,ST. LOUIS,MO,63110.0000,3998.2283,10,3,1,10,4,12,5,40,2,1135,4,1135.4004,216,361,O,3998.22,35,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7292,0,0,,4089,20,0,14089000020,408900020,4920, , ,NORTHRUP,AV, ,,,JERSEY LIL SALOON,,4920 NORTHRUP AV,ST. LOUIS,MO,63110.0000,4089,10,3,1,10,4,12,5,41,2,1135,4,1135.4005,216,361,E,4089,20,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7291,0,0,,383,260,0,10383000260,38300260,1833, ,S,8TH,ST, ,,,OLD DAY CARE,,1833 S 8TH ST,ST. LOUIS,MO,63104.0000,383,7,6,2,7,12,21,8,16,3,1276,3,1234.1037,248,360,O,383,260,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7290,0,0,,383,190,0,10383000190,38300190,1809, ,S,8TH,ST, ,,TRINITY LUTHERAN SCHOOL,TRINITY LUTHERAN SCHOOL,,1809 S 8TH ST,ST. LOUIS,MO,63104.0000,383,7,6,2,7,12,21,8,16,3,1276,3,1234.1037,248,360,O,383,190,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7289,4,0,,374.05,10,0,10374050010,37405010,1609, ,S,8TH,ST, ,,,,,1609 S 8TH ST,ST. LOUIS,MO,63104.0000,374.0588,7,6,2,7,12,21,8,16,3,1276,3,1234.1032,248,360,O,374.05,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7288,2,0,,380,10,7,10380000010,38000010,1535, ,S,8TH,ST, ,,WELSCH & COMPANY,WELSCH FACTORY,,1535 S 8TH ST,ST. LOUIS,MO,63104.0000,380,7,6,2,7,12,21,8,16,3,1276,3,1234.1014,248,360,O,380,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7285,0,0,,463.03,12,0,10463030012,46303012,1230, ,S,8TH,ST, ,,,LOHR DIST.,,1230 S 8TH ST,ST. LOUIS,MO,63104.0000,463.03,7,5,2,7,5,34,8,13,3,1274,1,1224.3011,249,360,E,463.03,12,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7283,0,0,,463.03,20,0,10463030020,46303020,1210, ,S,8TH,ST, ,,LOHR  DIST,LOHR. DIST.,,"1100 S, 9TH ST.",ST. LOUIS,MO,63104.0000,463.03,7,5,2,7,5,34,8,13,3,1274,1,1224.3011,249,360,E,463.03,20,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7282,4,0,,421,20,0,10421000020,42100020,835, ,S,8TH,ST, ,,RALSTON PURINA CO,RALSTON PURINA CO,,835 S 8TH ST,ST. LOUIS,MO,63102.0000,421,7,5,3,7,7,35,9,2,4,1274,1,1222.2008,265,360,O,421,20,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7277,0,0,,420,25,0,10420000025,42000025,832, ,S,8TH,ST, ,,,,,832 S 8TH ST,ST. LOUIS,MO,63102.0000,420.0081,7,5,3,7,5,35,9,2,4,1274,1,1222.2007,265,360,E,420,25,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7276,1,0,,425,11,1,10425000011,42500011,301, ,S,8TH,ST, ,,,,,301 S 8TH ST,ST. LOUIS,MO,63102.0000,425,7,5,3,7,7,35,9,1,4,1256,3,1256.1089,261,360,O,425,11,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7273,0,0,,188,20,0,10188000020,18800020,215, ,S,8TH,ST, ,,STADIUM GARAGE WEST,STADIUM GARAGE WEST,,215 S 8TH ST,ST. LOUIS,MO,63102.0000,188,7,4,3,7,10,35,9,1,4,1256,3,1256.1082,261,360,O,188,20,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7272,1,0,,787,8011,0,10787008011,78700011,2214, , ,DOLMAN,ST, ,,CONSOLIDATED METAL PRODS,CONSOLIDATED METAL PRODS,,2214 DOLMAN ST,ST. LOUIS,MO,63104.0000,787,7,6,1,7,6,21,8,16,3,1233,1,1233.1001,248,359,E,787,8011,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7270,0,0,,787,20,0,10787000020,78700020,2200, , ,DOLMAN,ST, ,,,,,2200 DOLMAN ST,ST. LOUIS,MO,63104.0000,787,7,6,1,7,6,21,8,16,3,1233,1,1233.1001,248,359,E,787,20,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7267,0,0,,483.03,10,0,10483030010,48303010,1330, , ,DOLMAN,ST, ,,BOURAS MOP CO,BOURAS MOP CO,,1330 DOLMAN ST,ST. LOUIS,MO,63104.0000,483.03,7,5,1,6,8,33,8,13,3,1274,2,1224.4004,251,359,E,483.03,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7265,0,0,,483.03,10,0,10483030010,48303010,1322, , ,DOLMAN,ST, ,,BOURAS MOP CO.,BOURAS MOP CO.,,1330 DOLMAN ST.,ST. LOUIS,MO,63104.0000,483.03,7,5,1,6,8,33,8,13,3,1274,2,1224.4004,251,359,E,483.03,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7264,0,0,,3391,120,0,13391000120,339100120,2017, , ,LINTON,AV, ,,ST PETER CLAVER SCHOOL,ST PETER CLAVER SCHOOL,,2017 LINTON AV,ST. LOUIS,MO,63107.0000,3391,21,3,2,3,9,66,16,29,6,1097,3,1097.8006,312,358,O,3391,120,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7263,0,0,,3391,130,0,13391000130,339100130,2011, , ,LINTON,AV, ,,,,,2011 LINTON AV,ST. LOUIS,MO,63107.0000,3391,21,3,2,3,9,66,16,29,6,1097,3,1097.8006,312,358,O,3391,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7262,0,0,,3387,10,0,13387000010,338700010,1409, , ,LINTON,AV, ,,LOWELL SCHOOL,LOWELL SCHOOL,,1409 LINTON AV,ST. LOUIS,MO,63107.0000,3387,2,1,1,2,1,66,16,29,6,1097,4,1097.1044,312,358,O,3387,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7261,87,0,,1956,140,0,11956000140,195600140,200, ,N,THERESA,AV, ,,,ST. LOUIS POWER PLANT,,200 N THERESA AV,ST. LOUIS,MO,63103.0000,1956.0086,19,5,1,19,5,37,10,3,4,1211,1,1211.3022,254,357,E,1956,9001,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7260,0,0,,583.04,10,0,10583040010,58304010,1400, ,N,7TH,ST, ,,UNITED CHURCH OF CHRIST,UNITED CHURCH OF CHRIST,,1400 N 7TH ST,ST. LOUIS,MO,63106.0000,583.0487000000001,5,6,2,5,1,62,14,5,4,1257,2,1257.2,259,356,E,583.04,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7257,1,0,,6483,12,1,16483000012,648300012,1315, ,N,7TH,ST, ,,ST. LOUIS HOUSING AUTHORITY,ST. LOUIS HOUSING AUTHORITY,MS. ELIZABETH PORTER,4100 LINDELL,ST. LOUIS,MO,63186.0000,6483.0089,5,6,2,5,2,62,14,5,4,1257,2,1257.2001,259,356,O,6483,12,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7255,0,0,,581,10,0,10581000010,58100010,1308, ,N,7TH,ST, ,,"COMMUNITY TIRE RETRADING, INC.","COMMUNITY TIRE RETRADING, INC.",MIKE BERRA,1308 N 7TH ST,ST. LOUIS,MO,63106.0000,581,5,6,2,5,1,62,14,5,4,1257,2,1257.2004,259,356,E,581,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7254,1,0,,557,40,0,10557000040,55700040,1208, ,N,7TH,ST, ,,,,,1208 N 7TH ST,ST. LOUIS,MO,63101.0000,557,5,6,2,5,1,62,14,5,4,1257,2,1257.2003,259,356,E,557,40,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7253,0,0,,6483,90,0,16483000090,648300090,1121, ,N,7TH,ST, ,,ST. LOUIS HOUSING AUTHORITY,ST. LOUIS HOUSING AUTHORITY,,4100 LINDELL,ST. LOUIS,MO,63108.0000,6483.0084,5,6,2,5,1,62,14,5,4,1257,2,1257.2009,259,356,O,6483,90,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7251,0,0,,140,11,0,10140000011,14000011,1000, ,N,7TH,ST, ,,ST PATRICK'S CHURCH,ST PATRICK'S CHURCH,,1000 N 7TH ST,ST. LOUIS,MO,63101.0000,140,5,6,2,5,1,62,14,5,4,1256,1,1256.1001,259,356,E,140,11,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7250,1,0,,123,30,0,10123000030,12300030,910, ,N,7TH,ST, ,,SHERATON ST. LOUIS HOTEL,SHERATON ST. LOUIS HOTEL,,910 N 7TH ST,ST. LOUIS,MO,63101.0000,123.0081,7,4,3,7,10,35,14,5,4,1256,1,1256.1012,261,356,E,123,30,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7248,4,0,,124,150,0,10124000150,12400150,706, ,N,7TH,ST, ,,,,,706 N 7TH ST,ST. LOUIS,MO,63101.0000,124,7,4,3,7,10,35,9,1,4,1256,1,1256.1015,261,356,E,124,9502,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7247,4,0,,166,10,0,10166000010,16600010,705, ,N,7TH,ST, ,,ST LOUIS CENTER N GARAGE,ST LOUIS CENTER N GARAGE,,705 N 7TH ST,ST. LOUIS,MO,63101.0000,166,7,4,3,7,10,35,9,1,4,1256,1,1256.1016,261,356,O,166,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7246,0,0,,166,10,0,10166000010,16600010,701, ,N,7TH,ST, ,,ST. LOUIS CENTRE,"ST. LOUIS CENTRE, NORTH GARAGE",,701 NORTH 7TH STREET,ST. LOUIS,MO,63101.0000,166,7,4,3,7,10,35,9,1,4,1256,1,1256.1016,261,356,O,166,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7245,4,0,,165,150,0,10165000150,16500150,615, ,N,7TH,ST, ,,MERCANTILE TRUST CO.,MERCANTILE TRUST CO.,,P.O. BOX 524,ST. LOUIS,MO,63166.0000,165,7,4,3,7,10,35,9,1,4,1256,1,1256.1032,261,356,O,165,9502,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7242,87,0,,180,10,0,10180000010,18000010,417, ,N,7TH,ST, ,,"BARKET, LEVY & FINE, INC.","BARKET, LEVY & FINE, INC.",,1525 AMBASSADOR BUILDING,ST. LOUIS,MO,63101.0000,180,7,4,3,7,10,35,9,1,4,1256,3,1256.1037,261,356,O,180,9502,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7240,0,0,,180,60,0,10180000060,18000060,411, ,N,7TH,ST, ,,BARKET LEVY & FINE INC,BARKET LEVY & FINE INC,,1525 AMBASSADOR BUILDING,ST. LOUIS,MO,63101.0000,180,7,4,3,7,10,35,9,1,4,1256,3,1256.1037,261,356,O,180,60,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7239,4,0,,180,60,0,10180000060,18000060,403, ,N,7TH,ST, ,,MERCANTILE BANK OF ST. LOUIS N.A.,MERCANTILE BANK OF ST. LOUIS N.A.,MIKE BADER,P.O. BOX 524,ST. LOUIS,MO,63166.0000,180,7,4,3,7,10,35,9,1,4,1256,3,1256.1037,261,356,O,180,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7238,0,0,,181,60,0,10181000060,18100060,307, ,N,7TH,ST, ,,MERMOD-JACCARD-KING,MERMOD-JACCARD-KING,,307 N 7TH ST,ST. LOUIS,MO,63101.0000,181,7,4,3,7,10,35,9,1,4,1256,3,1256.1047,261,356,O,181,60,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7237,0,0,,129,160,0,10129000160,12900160,224, ,N,7TH,ST, ,,JACK RANDALL,JACK RANDALL,,224 NORTH 7TH STREET,ST. LOUIS,MO,63101.0000,129,7,4,3,7,10,35,9,1,4,1256,3,1256.1053,261,356,E,129,160,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7236,0,0,,182,40,0,10182000040,18200040,223, ,N,7TH,ST, ,,DOWNTOWN DENTAL ASSOCIATES,DOWNTOWN DENTAL ASSOCIATES,,223 N 7TH ST,ST. LOUIS,MO,63101.0000,182,7,4,3,7,10,35,9,1,4,1256,3,1256.1054,261,356,O,182,9502,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7234,0,0,,182,40,0,10182000040,18200040,221, ,N,7TH,ST, ,,,,,221 N 7TH ST,ST. LOUIS,MO,63101.0000,182,7,4,3,7,10,35,9,1,4,1256,3,1256.1054,261,356,O,182,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7233,0,0,,129,140,0,10129000140,12900140,200, ,N,7TH,ST, ,,HARDEE'S FOOD SYSTEMS INC,HARDEE'S FOOD SYSTEMS INC,,200 N 7TH ST,ST. LOUIS,MO,63101.0000,129,7,4,3,7,10,35,9,1,4,1256,3,1256.1053,261,356,E,129,140,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7232,4,0,,130,10,0,10130000010,13000010,110, ,N,7TH,ST, ,,,,,110 N 7TH ST,ST. LOUIS,MO,63101.0000,130,7,4,3,7,10,35,9,1,4,1256,3,1256.1064,261,356,E,130,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7231,1,0,,130,10,0,10130000010,13000010,100, ,N,7TH,ST, ,,SHANNONS RESTAURANT,SHANNONS RESTAURANT,,100 N 7TH ST,ST. LOUIS,MO,63101.0000,130,7,4,3,7,10,35,9,1,4,1256,3,1256.1064,261,356,E,130,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7229,5,0,,4386,165,0,14386000165,438600165,5170, , ,SAN FRANCISCO,AV, ,,EASTON TIRE CO,EASTON TIRE CO,,5170 SAN FRANCISCO AV,ST. LOUIS,MO,63115.0000,4386,1,2,1,22,12,70,17,66,6,1269,6,1071.201,340,353,E,4386,165,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7228,0,0,,4385,360,0,14385000360,438500360,5155, , ,SAN FRANCISCO,AV, ,,JEFFERSON READY MIX,JEFFERSON READY MIX,,5155 SAN FRANCISCO AV,ST. LOUIS,MO,63115.0000,4385,1,2,1,22,12,70,17,66,6,1269,6,1071.2007,340,353,O,4385,360,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7227,0,0,,4386,30,0,14386000030,438600030,5100, , ,SAN FRANCISCO,AV, ,,"CLERMONT GROUP, INC.",R.B.F.,BONNIE SUMMERS,66 CLERMONT LANE,ST. LOUIS,MO,63124.0000,4386,1,2,1,22,12,70,17,66,6,1269,6,1071.201,340,353,E,4386,30,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7226,0,0,,4387,30,0,14387000030,438700030,4954, , ,SAN FRANCISCO,AV, ,,,,,4954 SAN FRANCISCO AV,ST. LOUIS,MO,63115.0000,4387,1,5,1,1,6,69,17,33,6,1269,6,1077.6007,301,353,E,4387,30,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7225,0,0,,4410.02,280,0,14410020280,441002280,4547, , ,SAN FRANCISCO,AV, ,,JEHOVAH WITNESS HALL,JEHOVAH WITNESS HALL,,4547 SAN FRANCISCO AV,ST. LOUIS,MO,63115.0000,4410.02,21,8,1,21,8,69,16,32,6,1101,3,1101.3001,305,353,O,4410.02,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7224,0,0,,581,20,0,10581000020,58100020,1333, ,N,6TH,ST, ,,MCGUIRE MOVING & STORAGE,MCGUIRE MOVING & STORAGE,,1333 N 6TH ST,ST. LOUIS,MO,63106.0000,581,5,6,2,5,1,62,14,5,4,1257,2,1257.2004,259,352,O,581,20,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7223,0,0,,556.04,10,0,10556040010,55604010,1200, ,N,6TH,ST, ,,ST PATRICKS CATHOLIC CTR,ST PATRICKS CATHOLIC CTR,,1200 N 6TH ST,ST. LOUIS,MO,63101.0000,556.04,5,6,2,5,1,62,14,5,4,1257,2,1257.2005,259,352,E,556.04,10,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7222,0,0,,144,90,0,10144000090,14400090,1100, ,N,6TH,ST, ,,,,,1100 N 6TH ST,ST. LOUIS,MO,63101.0000,144,5,6,2,5,1,62,14,5,4,1257,2,1257.2007,259,352,E,144,90,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7221,0,0,,141,11,0,10141000011,14100011,1022, ,N,6TH,ST, ,,,SOUTHERN GRAPHICS,,1022 N 6TH ST,ST. LOUIS,MO,63101.0000,141,5,6,2,5,1,62,14,5,4,1256,1,1256.1,259,352,E,141,11,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7219,4,0,,122,50,0,10122000050,12200050,810, ,N,6TH,ST, ,,GREYHOUND LINES INC.,GREYHOUND LINES INC.,,"901 MAIN ST., SUITE 2500",DALLAS,TX,75202.0000,122.0085,7,4,3,7,10,35,14,5,4,1256,1,1256.1013,261,352,E,122,9501,12/15/92 00:00:00,09/21/17 00:00:00,01/17/17 00:00:00
XM,7218,1,0,,124,100,0,10124000100,12400100,701, ,N,6TH,ST, ,,FIRESTONE SERVICE CENTER,FIRESTONE SERVICE CENTER,,701 N 6TH ST,ST. LOUIS,MO,63101.0000,124,7,4,3,7,10,35,9,1,4,1256,1,1256.1015,261,352,O,124,100,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7213,1,0,,125,8151,0,10125008151,12500151,601, , ,WASHINGTON,AV, ,,MELVIN SIMON & ASSOC INC,MELVIN SIMON & ASSOC INC,,601 WASHINGTON AV,ST. LOUIS,MO,63101.0000,125,7,4,3,7,10,35,9,1,4,1256,1,1256.1033,261,3,O,125,8151,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7211,0,0,,119,11,1,10119000011,11900011,508, ,N,6TH,ST, ,,GUSSINI SHOES,GUSSINI SHOES,,508 N 6TH ST,ST. LOUIS,MO,63101.0000,119,7,4,3,7,10,35,9,1,4,1256,3,1256.1035,261,352,E,119,11,12/15/92 00:00:00,09/21/17 00:00:00,
XM,7210,0,0,,118,15,4,10118000015,11800015,420, ,N,6TH,ST, ,,ST LOUIS CENTRE PARKING,ST LOUIS CENTRE PARKING,,420 N 6TH ST,ST. LOUIS,MO,63101.0000,118,7,4,3,7,10,35,9,1,4,1256,3,1256.105,261,352,E,118,15,12/15/92 00:00:00,09/21/17 00:00:00,
